(No modificar) Número de OT;(No modificar) Suma de comprobación de fila;(No modificar) Fecha de modificación;Número de orden de trabajo;Fecha de creación;Hora Final SLA;Tipo de incidente principal;VIP (Caso) (Caso);SLA;Walver (Caso) (Caso);Terminal;Denominación;Calle 1;Ciudad;Código postal;Domicilio de la terminal;Estado o provincia;Latitud;Longitud;Modelo del terminal;Zona de servicio
44f0a015-b00b-ee11-8f6e-002248e0d66e;56itdWQdAATYa+1Npy5wQ+BNKYn1b2J8pHQBE5D9NREQuSfWCZH93f5WS08VDJwBGeNfeWAQGY8mjtS0fHU9iQ==;15/06/2023 22:58;OT-LAP2115183;15/06/2023 16:09;23/06/2023 14:09;Cambio de modelo;No;Lapos OT - Masivo Rural v2;No;17470098;BICICLETERIA AGUITA II;GENERAL PAZ 789;BELEN;4750;GENERAL PAZ 789;CATAMARCA;-34,41759;-58,75055;VE_5150;Rural
3be13ca4-af0b-ee11-8f6e-0022483839d8;vOuL37J2yCsQNazhiokThkgjDvfBNo9k6uz9gP9aAO5xyepbPS3jaNMjSQydg9Oe53cJD+GbfdE39AcUANVmCg==;15/06/2023 19:06;OT-LAP2115163;15/06/2023 16:05;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16068668;ALEJANDRO VALDEZ;ABRA PAMPA 1075;SAN SALVADOR DE JUJUY;4600;ABRA PAMPA 1075;JUJUY;-24,20214;-65,29882;N910;Ciudad
2bf23d98-af0b-ee11-8f6e-0022483839d8;0gE+WxlQ4Gi/WWYfyEhgBT7ysV9m9DsfSEEQjCxM6gQjcsaeF2V98LvfP3J99DluTRSQh4+PmN3qEHaMvGW5qw==;15/06/2023 19:05;OT-LAP2115161;15/06/2023 16:05;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16068492;EUPHORIA;ARAOZ 493;TARTAGAL;4560;ARAOZ 493;SALTA;;;N910;Rural
f5bf0591-ae0b-ee11-8f6e-0022483839d8;VUWBpPqF35cqi+buyR+ePHFqn700C8UMtAbssZBfQU4vUlMZdk+m2gAVJ1TwpxtLdMYhrFlo1fJAD2gcZ9dsiQ==;15/06/2023 18:58;OT-LAP2115112;15/06/2023 15:58;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16057455;LIMPIEZA CIELO;GRAL JOSE IGNACIO GORRITI 890;AGUILARES;4152;GRAL JOSE IGNACIO GORRITI 890;TUCUMAN;;;N910;Rural
2d907e13-ae0b-ee11-8f6e-0022483839d8;xl3SYir+XKOa/Xntv+I56sIyMyl7Zuj/yEN5/CEAA2QEN3Uvc0rBt+NAzvZAfexgDMtesMvNy4DDpDfSC+LNQA==;15/06/2023 18:54;OT-LAP2115093;15/06/2023 15:54;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16055643;SABROSITOS;DIARIO CAPITAL DE ROSARIO 2266;SALTA;4400;DIARIO CAPITAL DE ROSARIO 2266;SALTA;-24,84645;-65,43871;N910;Ciudad
5e8d8b07-ae0b-ee11-8f6e-0022483839d8;7eb1CXagW7aVYLulgvAmUVOWDHUHX8VUvJqQ3E0uEkBmk8RFCjAfqwe8smn1smDqi+JO+x9bSTnEg6GQtq4ETg==;15/06/2023 18:54;OT-LAP2115092;15/06/2023 15:54;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16055509;OPTICA LUX;CRISOSTOMO ALVAREZ 319;YERBA BUENA (DPTO. TAFI);4107;CRISOSTOMO ALVAREZ 319;TUCUMAN;-26,84973;-65,28426;N910;Urbano
605b0e2b-ad0b-ee11-8f6e-0022483839d8;kjrwRFPr3quJ6tRAAN1a5z+0lq4kuqaQn2O4zSFe5qK6ghzLFnOk+WGUK+Mpc7gkkl+sF3FPn4T5Xz3HPKZWyg==;15/06/2023 18:48;OT-LAP2115060;15/06/2023 15:48;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16051439;CARLOS GABRIEL BARRIONUEVO;PUERTO ARGENTINO 13;SAN FERNANDO DEL VALLE DE CATAMARCA;4700;PUERTO ARGENTINO 13;CATAMARCA;;;N910;Urbano
1d9ba351-ab0b-ee11-8f6e-0022483839d8;ELSzKjBv9RaPbzwv48t41w66tgb61ZedzVW6c6/u1eVybVIxeV1ZOYsdI0G1fE3DmufcIcw3CiJqgyfT10VNng==;15/06/2023 18:35;OT-LAP2114983;15/06/2023 15:34;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16040025;MEDOZA REFIJERACION;PADRE ANDRES SALINAS  154;SALTA;4400;PADRE ANDRES SALINAS  154;SALTA;;;N910;Ciudad
e294dc03-ab0b-ee11-8f6e-0022483839d8;Y69neHKEu1W+fVFv2t05GO3N1GD+FG2qy5WECiGP03Cmi4HCuNl4at3ExwOCMA7TjJBoSUITPAvxzXOVsZbLUw==;15/06/2023 18:33;OT-LAP2114973;15/06/2023 15:32;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16038734;previsor srl;SARMIENTO 3902;YERBA BUENA;4107;SARMIENTO 3902;TUCUMAN;;;;Ciudad
8af1ebf7-aa0b-ee11-8f6e-0022483839d8;/OO43BkvHU9NuJ6/mDJUyNs35IaTZKYr32CedM7CLfPPpeY1es6f0xAaLe7NePPbOpZ/paqRxx5Ac8c8dVuLgQ==;15/06/2023 18:32;OT-LAP2114971;15/06/2023 15:32;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16038678;CITYBELL AUTOSERVICIO;URDIDINEA 183;SAN SALVADOR DE JUJUY;4600;URDIDINEA 183;JUJUY;-24,19073;-65,30135;N910;Ciudad
6537f5df-aa0b-ee11-8f6e-0022483839d8;7dFthgO0mAK387JdDuK02+gp8shJ5gRWSFzBFIAkQqI3XDMKnADnMTuQXrL78Zf+28ll9u3zif35cvhNtx98vg==;15/06/2023 18:32;OT-LAP2114965;15/06/2023 15:31;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16038293;PISCINAS TUCUMAN;ACONQUIJA AVDA 80;YERBA BUENA (DPTO. TAFI);4107;ACONQUIJA AVDA 80;TUCUMAN;-26,81841;-65,26590;N910;Urbano
2eee0eb0-aa0b-ee11-8f6e-0022483839d8;TTjX9wbvH8t/gT0sJ61i0Opop2Av2k2BD432OoMdK9Sdd9o+Ve/J1rrX7eT5CfZ8gPEJDj2H2Di9euB+gGlYIg==;15/06/2023 18:30;OT-LAP2114957;15/06/2023 15:30;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16036892;ddivajoyaslr;tomas carbel 74;LA RIOJA;5300;tomas carbel 74;LA RIOJA;;;N910;Ciudad
4fecfca3-aa0b-ee11-8f6e-0022483839d8;Esm939ivzU1Plo9lgKfWAIqZivh6ky3U1gxChfL/WBH2WeEfyX8F2+zN5zzXp4UL2Sq1Y1DOfs09xv5tCY6H0A==;15/06/2023 18:30;OT-LAP2114955;15/06/2023 15:30;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16036689;EL ARTESANO PANIFICADO;LA HONESTIDAD 370 0;SAN SALVADOR DE JUJUY;4600;LA HONESTIDAD 370 0;JUJUY;;;N910;Ciudad
8bcf747d-a90b-ee11-8f6e-0022483839d8;QF4zJSdrqF6biuKfqgtQzUapA9NvFtGjuqHkX1sVUWWmlvHYfTn9xq4hV1S+lcLXU/cvsq7s3c0m07ejJdRYEA==;15/06/2023 18:22;OT-LAP2114915;15/06/2023 15:21;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16030261;RAMIREZ HOYOS JHON EDU;PASAJE 9 545 0;SAN SALVADOR DE JUJUY;4600;PASAJE 9 545 0;JUJUY;;;N910;Ciudad
b367f5e6-a80b-ee11-8f6e-0022483839d8;0Ji6Uzi4yZDOldBYqaavngaOKSCJ7fdMff3HMCA7vEO0I1MeHxjWJ1kjkG5ODNqBkKNVljl2I1wTNXL264Dhsg==;15/06/2023 18:17;OT-LAP2114893;15/06/2023 15:17;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16023361;MEMBRANAS RCC;GUILLERMO SAN ROMAN 1241;LA RIOJA;5300;GUILLERMO SAN ROMAN 1241;LA RIOJA;-29,42182;-66,86458;N910;Ciudad
6c6fdfb6-a80b-ee11-8f6e-0022483839d8;90WsMgXYQaMYlXoL+DTZGq//ZwuTzAVDeM82ztzajCwKnkYfBDAQCKlD3MdHRexLh/toBoPNCO4her/ptNVvDQ==;15/06/2023 18:16;OT-LAP2114886;15/06/2023 15:16;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16022540;PEÑA EL ANTIGAL;BALCARCE 876;SALTA;4400;BALCARCE 876;SALTA;-24,77922;-65,41130;N910;Ciudad
64c6dd0b-a80b-ee11-8f6e-0022483837ce;NKKB/C74JNxiV9LnxFMnTJJ0syJGkKpDecyLDPKKzrpaaG62Fb3mywqyXUGd0b9ufibkLT7Mx1n/5TUD4I1aCQ==;15/06/2023 22:58;OT-LAP2114858;15/06/2023 15:11;21/06/2023 11:11;Pendientes de instalación;No;Lapos OT - Masivo Urbano v2;No;16337920;navarro lorena;gral navarro entre obispo esqu 142;SAN FERNANDO DEL VALLE DE CATAMARCA;4.700;gral navarro entre obispo esqu 142;CATAMARCA;;;N910;Urbano
166861fe-a50b-ee11-8f6e-002248e05aaf;pmOaJAKUc9Z0/xoIj7ij00GO80MgaNIgszhOSJ3/mJYzRG8D0WjnPa+e0CGGxYUfMfX1lBhijBtzDrX3leVElg==;15/06/2023 17:57;OT-LAP2114801;15/06/2023 14:56;26/06/2023 19:56;Pendientes de instalación;No;Lapos OT - Masivo Extra Rural v2;No;16335096;INKILLAY;SANTIAGO S/N;TILCARA;4.624;SANTIAGO S/N;JUJUY;-23,20431;-65,34841;N910;Extra Rural
11f023f8-a50b-ee11-8f6e-002248e05aaf;G0NNrs6CXKKmxEnzI2xzyiVBcVrgmDaWNB4akr4BR1/x3rSArYMtMxIyb+BFgc/mYi7ac7JkQGJqVKjrph6Iyg==;15/06/2023 17:57;OT-LAP2114800;15/06/2023 14:56;26/06/2023 19:56;Pendientes de instalación;No;Lapos OT - Masivo Extra Rural v2;No;16335097;INKILLAY;SANTIAGO S/N;TILCARA;4.624;SANTIAGO S/N;JUJUY;-23,20431;-65,34841;N910;Extra Rural
27d7085e-a00b-ee11-8f6e-002248d2defa;tQ7+yYuBGW/+O1PhJM888RY0dnP/59rco+iyvdBqZXzjWK25yJnY5L0Nmldc/FfgsuIWF6EUmqyPDGWZobXyyQ==;15/06/2023 17:17;OT-LAP2114714;15/06/2023 14:16;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;33410625;BICICLETERIA DEL LOBO;COLON 593;MONTEROS;4142;COLON 593;TUCUMAN;-27,17146;-65,50174;;Extra Rural
c8731058-a00b-ee11-8f6e-002248d2defa;S0NOMUbl+YMdcF7Ytv+KahDAhfhV+faUwt7RrTaaPoSpBCDftRZ2crhen07WssBo8FlD2/Ei9rlrLyxQ7cglMA==;15/06/2023 17:16;OT-LAP2114699;15/06/2023 14:16;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;35057040;DS  FARMACIA LA PAMPA;LA PAMPA 4025;SAN MIGUEL DE TUCUMAN;4000;LA PAMPA 4025;TUCUMAN;;;;Ciudad
50273f42-a00b-ee11-8f6e-002248383caa;AHsX9c40sxd2YPHwH6qAp0IZ9B+NglTMWpu0ZuVJIVQ2iRqcwQ/A4hf81mwjYqbCa/OZWGKwj1TdQ/hZcbOGbQ==;15/06/2023 17:17;OT-LAP2114656;15/06/2023 14:15;;Recambio de equipo;No;Lapos OT - Masivo Rural v2;No;34223509;CARNICERIA CAYITO;AVDA HIPOLITO IRIGOYEN 182;PALPALA;4612;AVDA HIPOLITO IRIGOYEN 182;JUJUY;;;;Rural
bf81233a-a00b-ee11-8f6e-002248d2defa;/JlrDKgbrnngTh4wAetGK2Jl8Mgw83huR9/6Jq0ZTtq5QurDNS68kbChnPLrMQ3hjK5rq937sRFXwWnFFaqxzw==;15/06/2023 17:17;OT-LAP2114636;15/06/2023 14:15;;Recambio de equipo;No;Lapos OT - Masivo Rural v2;No;17450048;PINTURERIA ROMA;AVDA CARLOS PELLEGRINI 417;SAN RAMON DE LA NUEVA ORAN;4530;AVDA CARLOS PELLEGRINI 417;SALTA;;;;Rural
5fc5322e-a00b-ee11-8f6e-002248d2defa;M0Vn7Aa5ynYNOZRj4q+OKKA0PfQ6S8zVbwcdwIeP9UfUexmTyJyw/ciPsRFtL3LwqsaMVLCIWGBO+5H/5IEYXA==;15/06/2023 19:09;OT-LAP2114622;15/06/2023 14:15;;Recambio de equipo;No;Lapos OT - Masivo Rural v2;No;47044777;DS FARMACIA VALENTINA;Belgrano 810;JUAN BAUTISTA ALBERDI;4158;Belgrano 810;TUCUMAN;-27,58455;-65,62374;;Rural
59059504-a00b-ee11-8f6e-00224838333c;8rNu3iGZ/960Gp0cp0iezSuFv2xOAw4NgybwUq1cCYHGBPv558vLh07O/ABSstEeSiQmcYkO5UkGqJrUSdtbSw==;16/06/2023 18:26;OT-LAP2114543;15/06/2023 14:14;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;34223581;RC GYM;9 DE JULIO DE 1816 676;SAN MIGUEL DE TUCUMAN;4000;9 DE JULIO DE 1816 676;TUCUMAN;-26,84012;-65,20689;;Ciudad
3e039504-a00b-ee11-8f6e-00224838333c;6GGuBJFKFU86fnFW2OresGfkk5Pj1HdpDlTCEUSnsMzAgjVwYGKrwahY3mTUqywOxTj0NH8n26ysttihqUpegQ==;19/06/2023 13:49;OT-LAP2114542;15/06/2023 14:14;;Recambio de equipo;No;Lapos OT - Masivo Rural v2;No;17450501;FARMACIA DEL NORTE LEDESMA SCS;AVDA 9 DE JULIO 401;LIBERTADOR GENERAL SAN MARTIN;4512;AVDA 9 DE JULIO 401;JUJUY;;;;Rural
8491bd13-9e0b-ee11-8f6e-002248e0df68;SRhCguHHinHBgBth/8BeF8XX053xWUyx+HGFS0M/inMY+U6f3K6QuKwXOlbLAoiSfuU85qjETk4PEoUp2FI61Q==;15/06/2023 17:00;OT-LAP2114508;15/06/2023 14:00;;Baja terminal;No;;No;47020577;HERENCIA;AV BELGRANO 3678;SAN MIGUEL DE TUCUMAN;4000;AV BELGRANO 3678;TUCUMAN;-26,80948;-65,24858;VE_390_PP101_P250;Ciudad
62093d20-980b-ee11-8f6e-0022483839d8;0eq76olDHTjx6nfd8jBwTP6dUj4lnpFFXaXmwJ+px1toBIQBBqf0apoPTOu1SaXEuGBN+8FkHPi+fxai/H8zoQ==;16/06/2023 13:48;OT-LAP2114395;15/06/2023 13:17;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;18058587;DESPENSA ZERPA;AMBROSIO MAMANI 134 0;CERRILLOS;4.403;AMBROSIO MAMANI 134 0;SALTA;;;VE_VX690_WIFI_3G;
dc083d20-980b-ee11-8f6e-0022483839d8;yZsQRucO3bhzalcRf+66nj3qri8jNh2zTdj1eKXbalgk3fuiHWsw+vm7X0rJQWORIOtoe9KBi/U+rTM+8VwWPQ==;15/06/2023 16:18;OT-LAP2114394;15/06/2023 13:17;26/06/2023 18:17;Pendientes de instalación;No;Lapos OT - Masivo Extra Rural v2;No;16336794;CARNICERIA ECHENIQUE;23 DE AGOSTO BARRIO SAN JOSE 422;MONTERRICO;4.609;23 DE AGOSTO BARRIO SAN JOSE 422;JUJUY;-24,44238;-65,16753;N910;Extra Rural
26a2320d-980b-ee11-8f6e-002248383caa;g3LKVP8jUMpbwrugjNerRi9P5yivFNTKsCyjiIWkvKqVm0lEPIoBxKIEISVTYl2UQQp7el/PnLq09ULE6P5dsg==;15/06/2023 16:18;OT-LAP2114372;15/06/2023 13:17;26/06/2023 18:17;Pendientes de instalación;No;Lapos OT - Masivo Extra Rural v2;No;16336795;CARNICERIA ECHENIQUE;23 DE AGOSTO BARRIO SAN JOSE 422;MONTERRICO;4.609;23 DE AGOSTO BARRIO SAN JOSE 422;JUJUY;-24,44238;-65,16753;N910;Extra Rural
9dcc3007-980b-ee11-8f6e-002248383caa;j7p/q6C5FLFRtlSvMS6PoCMLw+Z/2qTL9Le1v9opMqLekezM7f3cWeCg0Nnnp8j1nCYZR1X9/iGWmkC0cu1E9A==;15/06/2023 16:17;OT-LAP2114365;15/06/2023 13:16;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;10531416;ARRIETA CRISTIAN;CLODULFA OZAN 9037;LA RIOJA;5.300;CLODULFA OZAN 9037;LA RIOJA;;;VE_390_PP101_P250;Ciudad
aeae5e02-980b-ee11-8f6e-0022483839d8;SsClwWpJqm1BQU1prlIGj/veFWQ2xHdLuhdv3uLmr/LjaEHXZso0UYpsOIUqafOhZCai432gpZ644WCh3s1q5Q==;15/06/2023 16:17;OT-LAP2114347;15/06/2023 13:16;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;18037019;LA ROKA GYM;BURELA 113;SAN SALVADOR DE JUJUY;4.600;BURELA 113;JUJUY;-24,21269;-65,27400;VE_VX690_WIFI_3G;
bafb5af6-970b-ee11-8f6e-0022483839d8;+VYAT+gVQvWf8u87HfTvXe0TKT6a29ifAy2ioHA5KnZT0ny0CrfYw1o3MqIjo5TSIlssQsoe6FgZprEZSulrxA==;15/06/2023 16:17;OT-LAP2114310;15/06/2023 13:16;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;18034329;TITANIC;CONGRESO 252;SAN MIGUEL DE TUCUMAN;4.000;CONGRESO 252;TUCUMAN;;;VE_390_PP101_P250;
625d0de9-970b-ee11-8f6e-002248383caa;H8SQ9/MB1+cNWwMhjNc0zt7WGOnJsYrg3yEa3HjgqyvjIAjFn8kydIoY01fD/4LQqig286b0AoSKF0Vj1pbOTw==;15/06/2023 16:17;OT-LAP2114258;15/06/2023 13:16;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;18060062;MAMUSHKA;AV BELGRANO 195;SAN FERNANDO DEL VALLE DE CATAMARCA;4.700;AV BELGRANO 195;CATAMARCA;-28,46083;-65,78469;VE_390_PP101_P250;
00cb6dde-970b-ee11-8f6e-0022483839d8;662FufFJqT9Q4qEU/HhISa+CLBKe0iJiL/2soa89CNZNX+XuLY6M6ADEbT3UpsDAUJRSlUMd8VfmW3frWAQkRg==;15/06/2023 16:17;OT-LAP2114224;15/06/2023 13:15;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;32530414;CREACIONES SOLANGE;ADOLFO E DAVILA - 78;CHILECITO;5.360;ADOLFO E DAVILA - 78;LA RIOJA;-29,41345;-66,85366;VE_390_PP101_P250;Rural
3d1c19d7-970b-ee11-8f6e-002248d2defa;xlVjlu1yJgwSOwmB0cYYXwm7/o2+cgTlksTfVxcB8CGpLD4N8yTueUELr6laTovOvUHsGLOR8/WKxOhTpINpiQ==;15/06/2023 16:17;OT-LAP2114194;15/06/2023 13:15;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14062969;PANADERIA COSTA BRAVA;VICENTE LOPEZ 392;SALTA;4.400;VICENTE LOPEZ 392;SALTA;-24,78535;-65,40513;VE_390_PP101_P250;
3abd20d1-970b-ee11-8f6e-002248d2defa;sYFPYU2QyK6ZxJwmT60L1QJKnXSCRhMVaN/UjJ5hkMtQD59MxQNVZ5mE49RnmOTLqRFOc94WeZ7bTcyU8+3ykg==;15/06/2023 16:17;OT-LAP2114175;15/06/2023 13:15;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14059665;FARMACIA SAN PEDRO;CORONEL ZELAYA 990;SAN MIGUEL DE TUCUMAN;4.000;CORONEL ZELAYA 990;TUCUMAN;-26,83773;-65,24208;VE_390_PP101_P250;
43d88ccd-970b-ee11-8f6e-00224838333c;XefVDexrtkvVl8uqCYK/T15p9wito74UQmRlYV4W02AhHbA0wM7W1OS7Dd23MLhyafzorjuEZi9W6NY5wTM7pA==;15/06/2023 16:17;OT-LAP2114150;15/06/2023 13:15;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;34026419;PRON RADIADORES;ESPAÑA  1229;TUCUMAN;4.000;ESPAÑA  1229;TUCUMAN;-26,81508;-65,21257;VE_390_PP101_P250;
f2c3c4cf-970b-ee11-8f6e-0022483837ce;NbKU9wquPQd/LXmq9Em+eC2D35QX+dIzbnPVQP3zjiOv62pkBzOeE1dl6YrO5vYhJc62DK/iOUqeNOcfpdM7Ig==;15/06/2023 16:17;OT-LAP2114146;15/06/2023 13:15;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;15023321;SANTERIA SAN PABLO;SAN JUAN 792 Entre JUNIN y MAIPU;SAN MIGUEL DE TUCUMAN;4.000;SAN JUAN 792 Entre JUNIN y MAIPU;TUCUMAN;-26,82466;-65,20766;VE_390_PP101_P250;
ae390cc5-970b-ee11-8f6e-002248d2defa;4vX5xJeKQjcrcdCyTL62JuFGV4RiWvkFJCAeIDfRpplswZZOkh3liEb8/3FFxLkouipu0mVsfb8gaoE5cxR2Qg==;16/06/2023 18:26;OT-LAP2114107;15/06/2023 13:15;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35037073;HELADERIA KOKINO;ENTRE RIOS 610;SAN MIGUEL DE TUCUMAN;4.000;ENTRE RIOS 610;TUCUMAN;;;VE_390_PP101_P250;
7b99b4c9-970b-ee11-8f6e-0022483837ce;Ab835vYegH7fXdiO/Q/azCumOdzdsUR/NlgVBWGwrr9h4ZMu28QQ5B8RDQIR4/hsnEWoALhCCKNuX6qFHwaVZA==;15/06/2023 16:17;OT-LAP2114105;15/06/2023 13:15;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14087154;ELECTROLUX;ESPA?A NRO. 232 (B? SAN FRANCISCO);MONTE RICO;4.608;ESPA?A NRO. 232 (B? SAN FRANCISCO);JUJUY;-31,43099;-62,07501;VE_390_PP101_P250;
cdd2bcbd-970b-ee11-8f6e-0022483837ce;AMR2fofYive2IPFLJaiyg4IustJWIuNuLzRQaZJ9JgZf4J7Eua/oN4D7TO6Qe/Ah3PzS+Edu7xNInKLWXwrTaw==;15/06/2023 16:16;OT-LAP2114075;15/06/2023 13:14;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14059581;INSTITUTO SUPERIOR ALBERT EINS;ALBERT EINSTEIN 10;LA RIOJA;5.300;ALBERT EINSTEIN 10;LA RIOJA;-29,40551;-66,85349;VE_390_PP101_P250;
2e5441b9-970b-ee11-8f6e-002248383caa;L3tDN7eMx9nASDU/hVCuMVDIcONmOAnz7fvYKLu8muqvAnhm1SftA8/Z9VT4ILuIzBNj21m7pYm8Wg9ICON+jw==;15/06/2023 16:16;OT-LAP2114048;15/06/2023 13:14;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;34070895;TITAN;CHACABUCO 60;SAN FERNANDO DEL VALLE DE CATAMARCA;4.700;CHACABUCO 60;CATAMARCA;-28,47125;-65,78610;VE_390_PP101_P250;
af80c9b6-970b-ee11-8f6e-002248383558;7TeEvmOlleIrnydQxM0uI1FSYWKamuWQ2/peVtApGqwdyo/AG3ivQgw020HvZ+WoL76kfbS1ZD2tm9AlR6L/fA==;15/06/2023 16:17;OT-LAP2114041;15/06/2023 13:14;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;47016437;IMILLA;GUEMES S/N;IRUYA;4.633;GUEMES S/N;SALTA;;;VE_390_PP101_P250;
8d31ccb1-970b-ee11-8f6e-0022483837ce;jGtxCu3sZhUH+W/s0o72QPGZ0EaGjYtI7K0eB54PAEpV8VIjgLygz4Zwp1CcvqtSthHCvs/Dpq9jqLbedWtozA==;15/06/2023 16:17;OT-LAP2114035;15/06/2023 13:14;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35410774;TIENDA PATRICIA;B 240 VIV M:B C: 13;BELLA VISTA;4.168;B 240 VIV M:B C: 13;TUCUMAN;;;VE_390_PP101_P250;
b281aeaf-970b-ee11-8f6e-00224838333c;0pKnTCtBOx8qIOicGaoi5jmxFlj9blBWkuh1n5UUDFYX13Y/M/iUB/vFdSzzqfXfcshkTQHge3KFYdTCkZM2hA==;15/06/2023 16:16;OT-LAP2114020;15/06/2023 13:14;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;32026557;DO?A CHELA;25 DE MAYO 326 0;TARTAGAL;4.560;25 DE MAYO 326 0;SALTA;;;VE_390_PP101_P250;
210ecab0-970b-ee11-8f6e-002248383558;mrLQTdx62t6bf/BabkLLvFsFFzo5wB4+05NWykbgTOv3WC1UWT+zfKvdeivmSqZPzI3rnV4AcG/T0LoVYTJi0Q==;15/06/2023 16:17;OT-LAP2114023;15/06/2023 13:14;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;47411441;MASTER CASCH;CALLE 4 MZA D CASA 5;LAS TALITAS;4.101;CALLE 4 MZA D CASA 5;TUCUMAN;;;VE_390_PP101_P250;
98b92aad-970b-ee11-8f6e-002248d2defa;a37IklyQh9dc1o9SejQFxfz39lgKy3xQgDB7GHHxIKxRYQqvIDKiNgSIxbZRwbQNJYGNVhfOxXCPqAee7nbnEQ==;15/06/2023 16:15;OT-LAP2113998;15/06/2023 13:14;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14060882;JOYERIA PISTONO;CONGRESO 10 PB LOC;SAN MIGUEL DE TUCUMAN;4.000;CONGRESO 10 PB LOC;TUCUMAN;-26,79900;-65,26297;VE_390_PP101_P250;
2afa2fa7-970b-ee11-8f6e-002248d2defa;gK3mITUeB2XzVmK0JXZ4su14cwcL0EEZb5pdIIEHlaLx2rCUD6wV9NU8Qa7sYc6HoFuFRfE/KDFxhLQmCTtkbg==;15/06/2023 16:15;OT-LAP2113989;15/06/2023 13:14;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14023513;CARROS SERV INTEGRAL;AV PUEYRREDON 672 1;SAN SALVADOR DE JUJUY;4.600;AV PUEYRREDON 672 1;JUJUY;-24,19704;-65,29603;VE_390_PP101_P250;
a989cda4-970b-ee11-8f6e-002248383558;ZmXbuo7d76x+5e3u6aE8WeICNsY+g69Qj6RbYpIksA044qHR4D2qMtQb76cCzwuLMmsEHnbRltEYgDsvcbyBBw==;15/06/2023 16:16;OT-LAP2113966;15/06/2023 13:14;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;47025979;GRASI GAS;BENJAMIN MATTIENZO 930;LA RIOJA;5.300;BENJAMIN MATTIENZO 930;LA RIOJA;;;VE_390_PP101_P250;Urbano
238acda4-970b-ee11-8f6e-002248383558;VEoQ9WvIzDh+7v4MUm26St3nDKqxibqI+zvzbuLps0u5vwatXfiSk1u2L95fRt4Jttg/LlbZSTwItPdTTLuKdQ==;15/06/2023 16:15;OT-LAP2113971;15/06/2023 13:14;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;47470825;SAMANA S.H.;Av Guemes 850;CATAMARCA;4.700;Av Guemes 850;CATAMARCA;-28,47573;-65,77439;VE_390_PP101_P250;
6c383f9b-970b-ee11-8f6e-002248d2defa;ARxHjlFJeX/Fopzj8xdJ02pIy+Rw2kdBoygvSexS8kPuDOvx4E8iGxTblyEUJPwg4EnIRSBcXwO8KcvEgEyqUQ==;15/06/2023 16:14;OT-LAP2113931;15/06/2023 13:13;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;34082350;ARCOIRIS;URQUIZA 156;BELEN;4.750;URQUIZA 156;CATAMARCA;;;VE_390_PP101_P250;
